species,num_sequences,num_families,num_superfamilies,num_orders,families,superfamilies,orders,length_min,length_max,length_mean,length_median,gc_mean,gc_median,accession,assembly_name,gc_percent,n50,source,organism_type,max_copies_calculated,min_copies_calculated
Tenthredo notha,20,3,2,2,"BELPAO,GYPSY,KOLOBOK","LTR,TIR","CLASSI,CLASSII",4160,8376,6317.5,6608,43.137780235801635,41.272683858643745,GCA_914767705.2,iyTenNoth1.2,37.0,7016856,refseq,animal,435,356
Amylostereum areolatum,20,5,3,2,"COPIA,GYPSY,HELITRON,LINE,LTR","HELITRON,LINE,LTR","CLASSI,CLASSII",5548,10257,7255.3,7092,55.49064457341789,55.61195713479977,GCA_012932865.1,ASM1293286v1,54.5,518329,refseq,hongo,379,310
Thuidium tamariscinum,20,5,3,2,"COPIA,GYPSY,HAT,L1,PIFHARBINGER","LINE,LTR,TIR","CLASSI,CLASSII",2264,9903,5797.9,5731,44.982521089393806,46.17994100294985,GCA_947034885.2,cbThuTama2.2,37.0,18047883,refseq,planta,474,388
Cercospora sojina,20,3,2,2,"COPIA,GYPSY,HAT","LTR,TIR","CLASSI,CLASSII",2082,8710,5672.15,6252,53.070771804672255,53.52999668544912,GCA_024499215.1,ASM2449921v1,53.5,4909984,refseq,hongo,484,396
Pipistrellus pipistrellus,20,6,4,2,"ERV,HAT,HELITRON,L1,PIGGYBAC,TC1MARINER","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",194,4603,1425.8,1088,47.94456267587606,47.17314487632509,GCA_965203405.2,mPipPip2.hap1.2,43.0,18707992,refseq,animal,1928,1578
Platanista minor,20,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",204,6691,1581.65,662,47.68589703316665,45.95062797747943,GCA_004363435.1,PlaMin_v1_BIUU,41.5,20879,refseq,animal,1738,1422
Aspergillus fumigatus,19,3,2,2,"COPIA,GYPSY,TC1MARINER","LTR,TIR","CLASSI,CLASSII",1825,7980,4382.210526315789,4331,38.24549961942361,36.925079548741685,GCF_000002655.1,ASM265v1,50.0,2460113,refseq,hongo,660,540
Felis nigripes,19,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",132,3074,547.9473684210526,241,50.159199373119876,50.85470085470085,GCA_032458615.1,SNNU_BFC_1,41.5,31308424,refseq,animal,5282,4322
Anthopleura sola,19,3,2,1,"BELPAO,DIRS,GYPSY","DIRS,LTR",CLASSI,3498,6944,5027.105263157895,4599,45.43556880132761,45.18111964873765,GCA_023349425.1,jaAntSola1.0.p,37.5,2720395,refseq,animal,575,471
Potamilus streckersoni,19,6,2,2,"HAT,I,L1,MULE,PIGGYBAC,TC1MARINER","LINE,TIR","CLASSI,CLASSII",2099,5690,3262.842105263158,2757,39.29696527463109,39.309533150255,GCA_016746295.1,UT_Pstr_1.0,34.0,2032685,refseq,animal,887,725
Zalophus californianus,19,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",116,8558,1114.2631578947369,213,51.63053060059777,54.2997542997543,GCF_009762305.2,mZalCal1.pri.v2,41.5,32626160,refseq,animal,2597,2125
Candida albicans,19,5,3,2,"COPIA,GYPSY,L1,LTR,TC1MARINER","LINE,LTR,TIR","CLASSI,CLASSII",277,6896,2810.7368421052633,1804,34.235320580538826,34.65160075329567,GCF_000182965.3,ASM18296v3,33.5,334280,refseq,hongo,1029,842
Cavia tschudii,19,4,4,2,"ALU,ERV,HAT,L1","LINE,LTR,SINE,TIR","CLASSI,CLASSII",132,7543,2540.9473684210525,2180,47.56597118268048,49.675195545538905,GCA_004027695.1,CavTsc_v1_BIUU,40.0,64807,refseq,animal,1139,932
Lytechinus variegatus,19,4,3,2,"BELPAO,GYPSY,HAT,LINE","LINE,LTR,TIR","CLASSI,CLASSII",4030,10201,8041.578947368421,8636,41.3549436587853,40.376685612392734,GCF_018143015.1,Lvar_3.0,36.5,5852084,refseq,animal,359,294
Panthera pardus,19,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",206,5937,1011.0,322,49.332488419069506,51.5527950310559,GCF_024362965.1,ASM2436296v1,42.0,22236240,refseq,animal,2863,2342
Paradoxurus hermaphroditus,19,3,3,2,"ERV,TC1MARINER,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",115,1251,561.578947368421,390,49.49192750751446,48.888888888888886,GCA_004024585.1,ParHer_v1_BIUU,42.5,62870,refseq,animal,5154,4217
Lacerta agilis,19,3,2,1,"COPIA,DIRS,GYPSY","DIRS,LTR",CLASSI,4690,7387,5542.789473684211,5406,50.824709691519054,51.926263463131725,GCF_009819535.1,rLacAgi1.pri,43.5,6613248,refseq,animal,522,427
Contarinia nasturtii,19,3,1,1,"CACTA,HAT,TIR",TIR,CLASSII,3464,5763,4234.105263157895,4074,37.52088115661795,37.36791546589818,GCF_009176525.2,AAFC_CNas_1.1,34.0,95005,refseq,animal,683,559
Apteryx owenii,19,5,3,2,"CR1,KOLOBOK,SINE,TC1MARINER,TIR","LINE,SINE,TIR","CLASSI,CLASSII",119,4571,1723.3157894736842,2346,48.407837125910135,48.75,GCA_003342965.1,aptOwe1,41.5,138403,refseq,animal,1679,1374
Kalaharituber pfeilii,19,3,2,1,"COPIA,DIRS,GYPSY","DIRS,LTR",CLASSI,3920,7835,6103.0,6095,49.29947370921398,49.330227140361096,GCA_015179045.1,Kalpfe1,46.0,629446,refseq,hongo,474,388
Stevia rebaudiana,19,1,1,1,TRNA,SINE,CLASSI,125,394,233.68421052631578,246,49.35729831741205,51.50602409638554,GCA_009936405.2,ASM993640v2,34.0,7100,refseq,planta,12387,10135
Bubalus bubalis,19,3,3,2,"ERV,TC1MARINER,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",121,1321,383.1578947368421,315,50.79393242338814,52.702702702702695,GCF_019923935.1,NDDB_SH_1,41.5,9586610,refseq,animal,7554,6181
Tapirus terrestris,18,5,4,2,"ERV,MULE,RTE,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",130,3200,544.6111111111111,426,51.24621503750995,50.51698670605613,GCA_004025025.1,TapTer_v1_BIUU,41.0,164193,refseq,animal,5610,4590
Macrobrachium nipponense,18,5,1,1,"CR1,I,L1,LINE,RTE",LINE,CLASSI,3032,5804,4161.166666666667,4366,37.48712195921698,36.34225227874155,GCF_015104395.2,ASM1510439v2,37.0,255022,refseq,animal,734,600
Acrocalymma vagum,18,3,3,2,"HAT,I,LARD","LINE,LTR,TIR","CLASSI,CLASSII",1095,8205,7233.5,8128,37.1329601721051,36.30379129586736,GCA_028476805.1,ASM2847680v1,48.0,108046,refseq,hongo,422,345
Lemur catta,18,5,4,2,"ALU,ERV,HAT,L1,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",189,2473,775.2222222222222,432,50.150358390889515,50.46296296296296,GCF_020740605.2,mLemCat1.pri,41.5,32529614,refseq,animal,3941,3224
Oscheius tipulae,18,6,5,2,"BELPAO,CR1,DIRS,HELITRON,RTE,TC1MARINER","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",1239,11056,3300.5,2963,46.63354865735338,46.843335931410756,GCA_037178975.1,ASM3717897v1,44.5,10019907,refseq,animal,925,757
Apocrypta bakeri,18,8,3,2,"BELPAO,COPIA,CR1,GYPSY,LINE,R1,TC1MARINER,TIR","LINE,LTR,TIR","CLASSI,CLASSII",502,10048,4360.777777777777,5296,46.440413311964015,45.648854961832065,GCA_018906985.1,ASM1890698v1,37.5,14251151,refseq,animal,700,573
Anaeromyces robustus,18,5,2,1,"COPIA,GYPSY,L1,LINE,RTE","LINE,LTR",CLASSI,2429,7080,5463.777777777777,5598,28.19753689445972,28.310574785646235,GCA_002104895.1,Anaeromyces sp. S4 v1.0,16.5,141798,refseq,hongo,559,457
Suillus discolor,18,8,5,2,"COPIA,DIRS,GYPSY,HAT,HELITRON,PIFHARBINGER,R1,TIR","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",3225,8846,5708.611111111111,5359,50.27649033951058,50.93237474724781,GCF_016758755.1,Suidis1,47.0,364311,refseq,hongo,535,437
Acinonyx jubatus,18,3,3,2,"ERV,TC1MARINER,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",108,5953,651.3333333333334,302,51.750556809101525,54.26008968609865,GCF_027475565.1,VMU_Ajub_asm_v1.0,41.5,96827784,refseq,animal,4691,3838
Perca flavescens,18,3,2,1,"COPIA,DIRS,GYPSY","DIRS,LTR",CLASSI,4598,9638,6213.166666666667,5747,49.48610307144396,48.428686543110395,GCF_004354835.1,PFLA_1.0,41.0,4268950,refseq,animal,491,402
Orcinus orca,18,5,4,2,"ERV,HAT,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",121,5354,945.0555555555555,609,47.64479917432341,50.38402457757296,GCF_937001465.1,mOrcOrc1.1,42.0,45583382,refseq,animal,3233,2645
Heterohyrax brucei,18,5,4,2,"ERV,LTR,RTE,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",164,7208,1681.0555555555557,1002,48.56914964770408,48.66937302661254,GCA_028571685.1,mHetBru1.pri,41.0,78495281,refseq,animal,1817,1487
Nomascus leucogenys,18,4,4,2,"ALU,ERV,L1,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",293,6261,1977.8333333333333,1073,49.78865543686848,49.17355371900827,GCF_006542625.1,Asia_NLE_v1,41.0,12782853,refseq,animal,1544,1264
Stylophora pistillata,18,3,1,1,"ACADEM-1,CACTA,KOLOBOK",TIR,CLASSII,1339,7108,3872.3333333333335,4060,40.22896326076307,40.16393442622951,GCF_002571385.2,Stylophora pistillata v1.1,38.5,20684,refseq,animal,789,645
Ailurus fulgens,18,3,3,2,"ERV,TC1MARINER,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",114,2414,420.1666666666667,216,51.32169814845381,53.36538461538461,N/A,N/A,,,failed,animal,7272,5950
Papilio xuthus,18,8,5,2,"CR1,GYPSY,HAT,HELITRON,LINE,R1,RTE,TRNA","HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",160,5981,1971.6666666666667,640,47.00913299665453,48.05194805194805,GCF_000836235.2,Pxut_1.1,34.0,138779,refseq,animal,1549,1267
Mungos mungo,18,2,2,1,"ERV,TRNA","LTR,SINE",CLASSI,193,754,407.5,421,52.92327796540937,55.29953917050692,GCA_004023785.1,MunMun_v1_BIUU,42.0,180702,refseq,animal,7498,6134
Coniophora puteana,17,2,1,1,"COPIA,GYPSY",LTR,CLASSI,4814,9661,6439.058823529412,6181,53.61687730499268,54.69273743016759,GCF_000271625.1,Conpu1,52.5,216344,refseq,hongo,502,411
Mirounga angustirostris,17,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",117,8471,1421.5882352941176,394,49.92763294511954,51.275510204081634,GCF_029215605.1,mMirAng1.0.hap1,42.0,58074836,refseq,animal,2275,1862
Ctenodactylus gundi,17,6,4,2,"ALU,ERV,L1,LTR,SINE,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",209,5827,1337.0,570,48.75024005816982,48.13895781637717,GCA_048771875.1,mCteGun2.hap1,42.5,38834406,refseq,animal,2419,1979
Papio anubis,17,3,3,1,"ALU,ERV,L1","LINE,LTR,SINE",CLASSI,298,8387,2164.235294117647,1297,52.34534116029632,51.17565698478561,GCA_008728515.2,Panubis1.1,41.0,1465768,refseq,animal,1494,1223
Brotula barbata,17,6,3,2,"CR1,L1,LINE,RTE,SINE,TC1MARINER","LINE,SINE,TIR","CLASSI,CLASSII",350,3459,1488.8823529411766,1532,47.751145308165285,48.821548821548824,GCA_900303265.1,ASM90030326v1,42.5,17578,refseq,animal,2172,1777
Eidolon helvum,17,6,4,2,"ERV,HAT,PIGGYBAC,RTE,SINE,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",175,2563,559.1176470588235,416,46.409882218817536,46.21212121212121,GCA_000465285.1,ASM46528v1,39.0,12668,refseq,animal,5786,4734
Pontoporia blainvillei,17,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",117,1011,463.6470588235294,387,52.099441071423,53.91705069124424,GCA_011754075.1,ASM1175407v1,41.0,5888,refseq,animal,6977,5709
Balaenoptera bonaerensis,17,4,3,2,"ERV,HAT,TC1MARINER,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",195,2419,566.4117647058823,495,48.243263190742894,47.302158273381295,GCA_000978805.1,ASM97880v1,40.5,8410,refseq,animal,5711,4673
Tremella mesenterica,17,3,2,2,"COPIA,GYPSY,PIFHARBINGER","LTR,TIR","CLASSI,CLASSII",3280,9354,6212.35294117647,5798,46.345759532482425,46.1588683351469,GCF_000271645.1,Treme1,46.5,123767,refseq,hongo,520,426
Meriones unguiculatus,17,3,2,1,"ALU,ERV,SINE","LTR,SINE",CLASSI,150,884,486.2352941176471,485,47.110624696186065,46.16613418530351,GCF_030254825.1,Bangor_MerUng_6.1,42.0,50173090,refseq,animal,6653,5443
Marthasterias glacialis,17,2,2,1,"DIRS,GYPSY","DIRS,LTR",CLASSI,3806,9462,6302.882352941177,6119,45.34719575216761,43.38697318007662,GCA_911728455.2,eaMarGlac1.2,39.5,1872146,refseq,animal,513,419
Tamandua tetradactyla,17,4,2,1,"ERV,LTR,SINE,TRNA","LTR,SINE",CLASSI,96,2838,559.1176470588235,474,49.801267083926334,47.39336492890995,GCF_023851605.1,mTamTet1.pri,39.5,9869167,refseq,animal,5786,4734
Ophiosphaerella korrae,17,2,2,2,"LARD,TC1MARINER","LTR,TIR","CLASSI,CLASSII",1298,10988,7218.235294117647,7364,27.364274309390773,26.82600950118765,GCA_028456385.1,ASM2845638v1,39.0,132248,refseq,hongo,448,366
Platanista gangetica,17,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",204,6691,1798.2941176470588,782,48.07413089089171,45.95062797747943,GCA_017311385.1,HRRL_Platanista_gangetica_1.0,42.0,3092,refseq,animal,1799,1471
Ceratitis capitata,17,1,1,1,GYPSY,LTR,CLASSI,316,11439,6451.64705882353,5933,38.62725784497546,37.0166725789287,GCF_000347755.3,Ccap_2.1,35.0,845931,refseq,animal,501,410
Tirmania nivea,16,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5445,9633,6700.5625,6479,47.54476346357133,47.983374384236456,GCA_015179035.1,Tirniv1,43.0,634062,refseq,hongo,513,419
Verticillium longisporum,16,3,1,1,"COPIA,GYPSY,LARD",LTR,CLASSI,3921,12640,7723.75,7111,36.016155937750156,26.614629233287175,GCA_019188255.1,ASM1918825v1,53.5,5294462,refseq,hongo,445,364
Trichophaea hybrida,16,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5647,9500,7026.75,6295,49.49358884294298,51.54788777813608,GCA_015178995.1,Trihyb1,45.0,152142,refseq,hongo,489,400
Piliocolobus tephrosceles,16,3,3,2,"ALU,ERV,TC1MARINER","LTR,SINE,TIR","CLASSI,CLASSII",294,6277,1410.875,771,54.543101933924945,55.44373284537969,GCF_002776525.5,ASM277652v5,41.0,100421,refseq,animal,2436,1993
Rhinopithecus bieti,16,4,4,2,"ALU,ERV,L1,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",305,6474,1204.4375,748,50.175287307956545,48.61878453038674,GCF_001698545.2,ASM169854v2,41.0,36437,refseq,animal,2854,2335
Cronartium ribicola,16,2,1,1,"ERV,LTR",LTR,CLASSI,184,587,508.6875,552,46.354035097286186,46.18320610687023,GCA_000500245.1,Cro_ribi_1.0,41.5,3099,refseq,hongo,6757,5528
Hyaloscypha bicolor,16,5,3,2,"COPIA,GYPSY,HAT,HELITRON,PIGGYBAC","HELITRON,LTR,TIR","CLASSI,CLASSII",2057,10881,5803.75,6127,32.75002654449378,31.255100375387627,GCF_002865645.1,Melbi2,38.5,1166752,refseq,hongo,592,484
Juglans regia,16,1,1,1,L1,LINE,CLASSI,5441,5966,5703.125,5755,43.19836597282912,44.36928702010969,GCF_001411555.2,Walnut 2.0,36.0,1072962,refseq,planta,602,493
Punctularia strigosozonata,16,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5153,11828,7575.1875,8253,56.15460201369927,55.960264900662246,GCF_000264995.1,Punctularia strigosozonata v1.0,55.0,125337,refseq,hongo,453,371
Xiphophorus maculatus,16,8,4,2,"CR1,ERV,HELITRON,LINE,LTR,RTE,TC1MARINER,TIR","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",264,8451,3844.875,3560,45.820579536580794,43.99808703969393,GCF_002775205.1,X_maculatus-5.0-male,39.0,9181372,refseq,animal,894,731
Thryonomys swinderianus,16,5,3,2,"ALU,ERV,LTR,SINE,TC1MARINER","LTR,SINE,TIR","CLASSI,CLASSII",149,4428,1034.3125,586,51.733467963540996,56.375838926174495,GCA_041154305.1,ThrSwi_NIG_v1,42.5,27788,refseq,animal,3323,2719
Melopsittacus undulatus,16,6,3,2,"CR1,ERV,LINE,LTR,RTE,TIR","LINE,LTR,TIR","CLASSI,CLASSII",564,8948,2880.3125,2469,48.675275719023695,50.1810282404055,GCF_012275295.1,bMelUnd1.mat.Z,42.0,16636420,refseq,animal,1193,976
Pteronura brasiliensis,16,3,3,1,"ERV,L1,TRNA","LINE,LTR,SINE",CLASSI,114,2986,570.3125,472,50.70247335849823,52.526799387442566,GCA_004024605.1,PteBra_v1_BIUU,41.5,90879,refseq,animal,6027,4931
Capra aegagrus,16,4,3,1,"ERV,L1,RTE,TRNA","LINE,LTR,SINE",CLASSI,184,4230,1201.1875,702,46.51743025397572,46.19385342789598,GCA_000978405.1,CapAeg_1.0,42.0,19347,refseq,animal,2861,2341
Vaccinium corymbosum,16,3,1,1,"PIFHARBINGER,TC1MARINER,TIR",TIR,CLASSII,127,1064,289.5625,236,34.102817789005556,35.034013605442176,GCA_014504835.1,ASM1450483v1,38.0,3558,refseq,planta,11871,9712
Pygathrix nemaeus,15,4,4,2,"ALU,ERV,L1,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",293,5828,1751.8666666666666,1101,50.39692244747133,49.46808510638298,GCA_004024825.1,PygNem_v1_BIUU,41.0,51434,refseq,animal,2093,1712
Ascochyta lentis,15,2,1,1,"COPIA,GYPSY",LTR,CLASSI,215,8592,6720.2,6959,37.7584166125859,35.6208670095518,GCA_016097375.2,AlKewell,48.5,1824960,refseq,hongo,545,446
Cryptoprocta ferox,15,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",198,5105,1021.0,259,48.2427427349781,51.737451737451735,GCA_028646485.1,Cryptoprocta_ferox_HiC,41.5,124286,refseq,animal,3591,2938
Pinus taeda,15,3,1,1,"COPIA,GYPSY,LTR",LTR,CLASSI,948,15631,8684.6,5904,42.64654187601003,42.74661508704062,GCA_000404065.3,Ptaeda2.0,37.5,28106,refseq,planta,422,345
Apteryx rowi,15,5,3,2,"CR1,SINE,TC1MARINER,TIR,TRNA","LINE,SINE,TIR","CLASSI,CLASSII",137,4536,2038.6,2259,49.59692980346938,52.94117647058824,GCF_003343035.1,aptRow1,41.5,129376,refseq,animal,1798,1471
Aotus nancymaae,15,4,4,2,"ALU,ERV,L1,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",294,5948,1384.6666666666667,823,47.092950597422124,46.103896103896105,GCF_030222135.1,86718_ANA_hifiasm-v0.15.2.pri,41.0,55915596,refseq,animal,2648,2166
Clohesyomyces aquaticus,15,3,2,2,"COPIA,GYPSY,HAT","LTR,TIR","CLASSI,CLASSII",801,7131,5204.4,5827,42.0409796988655,41.90835764544362,GCA_002105025.1,Cloaq1,49.5,169037,refseq,hongo,704,576
Tapirus indicus,15,4,4,2,"ERV,RTE,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",194,3203,600.8666666666667,500,49.723946337824465,47.03087885985748,GCA_031878705.1,mTapInd1.hap2,41.0,56553937,refseq,animal,6102,4992
Strigops habroptila,15,1,1,1,ERV,LTR,CLASSI,5582,9573,7549.6,7491,45.2341570697775,45.13653136531365,GCF_004027225.2,bStrHab1.2.pri,42.0,9454087,refseq,animal,485,397
Phocoena phocoena,15,5,4,2,"ERV,HAT,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",231,2418,847.1333333333333,614,47.538629702408485,45.98698481561822,GCF_963924675.1,mPhoPho1.1,41.5,3726689,refseq,animal,4328,3541
Branchiostoma japonicum,15,1,1,1,KOLOBOK,TIR,CLASSII,452,4912,2197.3333333333335,1965,44.83999905806248,44.747899159663866,N/A,N/A,,,failed,animal,1668,1365
Cryptococcus neoformans,14,4,2,2,"COPIA,GYPSY,LTR,PIFHARBINGER","LTR,TIR","CLASSI,CLASSII",146,7420,3317.785714285714,3408,48.63401808224607,48.663895486935864,GCF_000149245.1,CNA3,48.0,1422463,refseq,hongo,1184,968
Aspergillus oryzae,14,3,2,2,"GYPSY,LTR,TC1MARINER","LTR,TIR","CLASSI,CLASSII",469,9143,3111.3571428571427,1888,35.16707012204841,43.64406779661017,GCF_000184455.2,ASM18445v3,48.5,2324132,refseq,hongo,1262,1033
Mandrillus leucophaeus,14,4,4,2,"ALU,ERV,L1,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",293,7480,1985.142857142857,872,50.000812273545186,49.677868709733595,GCF_000951045.1,Mleu.le_1.0,40.5,31346,refseq,animal,1978,1619
Terana coerulea,14,4,2,1,"BELPAO,COPIA,DIRS,GYPSY","DIRS,LTR",CLASSI,751,7728,6130.285714285715,6559,52.16876768088447,52.21828490432318,GCA_024811115.1,FSU_Tcaeru_v2,53.5,162201,refseq,hongo,640,524
Sclerotinia sclerotiorum,14,1,1,1,TC1MARINER,TIR,CLASSII,1852,2187,1880.7857142857142,1858,38.862366684517,38.63514239656099,GCF_000146945.2,ASM14694v2,42.0,122550,refseq,hongo,2088,1709
Psilocybe cubensis,14,4,3,2,"COPIA,GYPSY,PLE,TC1MARINER","LTR,PLE,TIR","CLASSI,CLASSII",1605,11482,5967.071428571428,5691,47.68323919161578,47.76674937965261,GCF_017499595.1,MGC_Penvy_1,46.0,2796114,refseq,hongo,658,538
Argopecten purpuratus,14,5,2,2,"ACADEM-1,CR1,L1,LINE,TC1MARINER","LINE,TIR","CLASSI,CLASSII",1370,7190,4234.642857142857,4192,34.712569552851,36.60367589955993,N/A,N/A,,,failed,animal,927,759
Drosophila erecta,14,4,3,2,"BELPAO,GYPSY,R1,TC1MARINER","LINE,LTR,TIR","CLASSI,CLASSII",957,8152,5013.142857142857,5381,42.5029819585635,43.17198764160659,GCF_003286155.1,DereRS2,42.5,22146549,refseq,animal,783,641
Plecturocebus donacophilus,14,4,4,2,"ALU,ERV,L1,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",300,4623,1451.2857142857142,679,48.03088325227536,48.73646209386281,GCA_004027715.1,CalDon_v1_BIUU,41.0,41149,refseq,animal,2706,2214
Aspergillus fischeri,14,2,2,2,"COPIA,TC1MARINER","LTR,TIR","CLASSI,CLASSII",1842,4918,2081.5714285714284,1858,45.50425710536205,44.98922413793103,GCF_000149645.3,ASM14964v4,49.5,1240190,refseq,hongo,1887,1544
Drosophila melanogaster,14,5,2,2,"CACTA,COPIA,GYPSY,HAT,P","LTR,TIR","CLASSI,CLASSII",514,7543,4779.714285714285,5106,39.968159605497476,41.501103752759384,GCF_000001215.4,Release 6 plus ISO1 MT,42.0,21485538,refseq,animal,821,672
Apteryx haastii,14,5,3,2,"CR1,SINE,TC1MARINER,TIR,TRNA","LINE,SINE,TIR","CLASSI,CLASSII",158,4500,2158.1428571428573,2651,51.06037749186152,52.88570350811015,GCA_003342985.1,aptHaa1,41.5,120127,refseq,animal,1820,1489
Microbotryum saponariae,14,7,5,2,"ACADEM-1,COPIA,DIRS,GYPSY,HELITRON,L1,TIR","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",2231,9565,4888.928571428572,5145,57.355816517512835,58.86123680241327,GCA_900102585.1,MvSof1,56.5,1443984,refseq,hongo,803,657
Telenomus remus,14,4,3,2,"CR1,GYPSY,HELITRON,RTE","HELITRON,LINE,LTR","CLASSI,CLASSII",1964,13510,5593.142857142857,4677,41.59722872897724,40.60295060936498,GCA_020615435.1,ZJU_Trem_1.0,36.5,2371703,refseq,animal,702,574
Cebus albifrons,14,2,2,2,"ERV,TC1MARINER","LTR,TIR","CLASSI,CLASSII",243,2095,773.9285714285714,655,47.93109240677932,48.754448398576514,GCA_023783575.1,ASM2378357v1,41.0,18502463,refseq,animal,5076,4153
Numida meleagris,14,1,1,1,ERV,LTR,CLASSI,233,7004,1567.7857142857142,546,48.811552401703,48.61507709880068,GCF_002078875.1,NumMel1.0,41.5,234926,refseq,animal,2505,2050
Eudromia elegans,14,3,3,2,"CR1,MERLIN,TRNA","LINE,SINE,TIR","CLASSI,CLASSII",139,4448,2055.3571428571427,1444,53.207143999097404,55.36537195523371,GCA_047922985.1,bEudEle1_v1.hap1,44.5,11629215,refseq,animal,1911,1563
Crassostrea ariakensis,14,5,2,2,"CR1,HAT,KOLOBOK,PIGGYBAC,TC1MARINER","LINE,TIR","CLASSI,CLASSII",1355,5842,3194.3571428571427,3871,38.01648942006359,40.02921840759679,GCA_020458035.1,ASM2045803v1,33.5,5932265,refseq,animal,1229,1006
Cebus capucinus,14,4,4,2,"ALU,ERV,L1,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",258,4657,1067.0714285714287,618,48.68688281928821,50.0515995872033,N/A,N/A,,,failed,animal,3681,3012
Camelus dromedarius,13,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",130,3058,870.6153846153846,558,46.49455381045005,48.2078853046595,GCF_036321535.1,mCamDro1.pat,41.5,31216184,refseq,animal,4859,3975
Amphimedon queenslandica,13,4,2,2,"ACADEM-1,KOLOBOK,PLE,TC1MARINER","PLE,TIR","CLASSI,CLASSII",1087,5280,3717.923076923077,3778,37.31204853444139,36.41660597232338,GCF_000090795.2,v1.1,35.5,12197,refseq,animal,1137,931
Oreochromis niloticus,13,2,2,2,"TC1MARINER,TRNA","SINE,TIR","CLASSI,CLASSII",189,1557,386.46153846153845,305,51.618272026024066,53.43915343915344,GCF_001858045.2,O_niloticus_UMD_NMBU,40.5,2923640,refseq,animal,10947,8957
Dreissena polymorpha,13,2,1,1,"KOLOBOK,TIR",TIR,CLASSII,1660,5247,3987.153846153846,4274,38.82451119094987,38.82141250562303,GCF_020536995.1,UMN_Dpol_1.0,35.0,1111654,refseq,animal,1061,868
Ateles geoffroyi,13,3,3,2,"ERV,HAT,L1","LINE,LTR,TIR","CLASSI,CLASSII",473,5966,1313.8461538461538,576,48.88150791526759,49.487554904831626,GCA_023783555.1,ASM2378355v1,41.0,29212752,refseq,animal,3220,2634
Chrysoperla carnea,13,1,1,1,BELPAO,LTR,CLASSI,1173,8302,6833.384615384615,7156,34.223496778193216,34.50050021437759,GCF_905475395.1,inChrCarn1.1,29.0,67795596,refseq,animal,619,506
Hortaea werneckii,13,2,1,1,"GYPSY,LARD",LTR,CLASSI,6784,10934,7402.923076923077,6817,46.144092926773396,48.46706762505501,GCA_037044905.1,ASM3704490v1,53.0,651266,refseq,hongo,571,467
